id,data_provider,country,fault_type,product_category,brand,model,repair_status,age,event_date,problem
mobifix-1586,anstiftung,DEU,USB/charging port,Mobile,Apple,Ladekabel,Fixed,,2019-07-17,mit Schrumpfschläuchen verstärkt um Kabelbruch vorzubeugen
mobifix-1587,The Restart Project,IRL,Screen,Mobile,Samsung,Galaxy S8,Repairable,,2019-07-18,Broken Screen
mobifix-1588,The Restart Project,IRL,Power/battery,Mobile,Apple,iPhone 6s,Fixed,,2019-07-18,Battery Needed Replacing
mobifix-1589,The Restart Project,IRL,Screen,Mobile,Xiaomi,Redmi 5,Fixed,,2019-07-18,Screen Broken; Needed Replacment
mobifix-1590,The Restart Project,IRL,Screen,Mobile,Apple,iPhone 8,Fixed,,2019-07-18,Cracked Screen; Needed Replacement
mobifix-1591,The Restart Project,IRL,Screen,Mobile,Samsung,Galaxy S8,Repairable,,2019-07-18,Screen Needs Replacing
mobifix-1592,The Restart Project,IRL,Screen,Mobile,Apple,iPhone,Fixed,,2019-07-18,Screen Broken; To be replaced
mobifix-1593,The Restart Project,IRL,USB/charging port,Mobile,Apple,iPhone 6,Fixed,,2019-07-18,Charging Port Faulty; Replaced
mobifix-1594,The Restart Project,IRL,USB/charging port,Mobile,Apple,iPhone 6,Fixed,,2019-07-18,Charging Port Also Faulty; Replaced
mobifix-1595,The Restart Project,IRL,Screen,Mobile,Samsung,Galaxy A6,Repairable,,2019-07-18,Faulty Screen; Needs Replacing
mobifix-1596,The Restart Project,GBR,Power/battery,Mobile,Apple,iPhone Docking Station,Fixed,,2019-07-20,Broken - fitted with new power cable and off switch realigned
mobifix-1597,repaircafe,GBR,Unknown,Mobile,Samsung,,Fixed,,2019-07-27,not working
mobifix-1598,repaircafe,NLD,Power/battery,Mobile,Samsung,,Unknown,4,2019-07-27,Laadt niet op ~ Valt steeds uit
mobifix-1599,repaircafe,CAN,Screen,Mobile,Samsung,,Repairable,,2019-07-27,screen cracked and back light not working
mobifix-1600,anstiftung,DEU,Screen,Mobile,Samsung,Smartphone,Fixed,,2019-07-31,Displaytausch
mobifix-1601,The Restart Project,SWE,Storage problem,Mobile,Apple,iPhone 7,Fixed,4,2019-08-04,"iMessages could not get send and a generally bad reception. Turned out her mobile data was turned off and the storage on the phone was reaching an end. It works for now, more questions are fixed in the future."
mobifix-1602,The Restart Project,GBR,Screen,Mobile,Apple,iphone 7 Product Red,Fixed,,2019-08-06,"Cracked screen from being dropped twice. Replacement module already purchased. Supplied tools inadequate to complete repair. The owner will return to complete repair when tools available. Update: This has now been fixed successfully after several more visits and ordering spare parts. A 3rd party screen £17.70 and a spare set of screws £2 to replace a lost screw. A good value repair as the secondhand resell value on this phone is currently £350. The instructions on iFixt were incomplete about the replacement of the two rubber buffer/grommets that are attached to the two pentalobe screws. And also there was some difficulty replacing the adhesive tape for gluing down the screen. In the future, it may be necessary to apply the adhesive before attaching the cables for the new screen as the cables get in the way. Because of issues with the adhesive this repair may not be as waterproof as the original phone. if the battery needs to be replaced due to having low capacity it is advised that it be done at the same time but the old battery was considered sufficient capacity and not replaced on this occasion. ooo-xxx"
mobifix-1603,The Restart Project,GBR,Other,Mobile,Sony,,Fixed,,2019-08-12,Needed lesson in use
mobifix-1604,The Restart Project,CAN,Memory card slot,Mobile,,,Repairable,,2019-08-15,Problem with the SD card
mobifix-1605,The Restart Project,CAN,Unknown,Mobile,,,Repairable,,2019-08-15,Wanted some advice and a first look at the problem
mobifix-1606,The Restart Project,CAN,Screen,Mobile,,,Repairable,,2019-08-15,Faulty digitizer
mobifix-1607,The Restart Project,CAN,Software update,Mobile,,,Repairable,,2019-08-15,Can't send photos
mobifix-1608,The Restart Project,CAN,Screen,Mobile,,,Fixed,,2019-08-15,Digitizer problem
mobifix-1609,The Restart Project,CAN,Storage problem,Mobile,,,Repairable,,2019-08-15,Merge SD storage with internal storage
mobifix-1610,The Restart Project,CAN,Software update,Mobile,,,Fixed,,2019-08-15,Tips with gallery app
mobifix-1611,The Restart Project,SWE,Microphone,Mobile,Apple,iPhone 7,Repairable,3,2019-08-18,Microphone not working
mobifix-1612,anstiftung,DEU,Unknown,Mobile,,Smartphone,Fixed,,2019-08-20,n.a.
mobifix-1613,anstiftung,DEU,Power/battery,Mobile,Motorola,XT1541,End of life,,2019-08-21,"Defekt: Akku war leer → folge: Bootloop (verbreitetes Problem)Beratung, Reparaturkosten Batterie und Ladeport 20 EUR. Zu viel gegenüber dem Zeitwert des Gerätes. Zusammen mit Vorgeschichte (Feuchtigkeit im Gehäuse, Tonprobleme Lautsprecher) ist der dauerhafte Reparaturerfolg in Frage gestellt. Gast wird sich neues Mobiltelefon besorgen."
mobifix-1614,anstiftung,DEU,Power/battery,Mobile,Motorola,Moto G4,Repairable,2,2019-08-21,"Defekt: Wenn der Akku fast leer ist, wird das Gerät nicht mehr geladen. Das Gerät setzt sich auf Werkseinstellungen zurück.Beratung, dass das Mobiltelefon länger geladen wird. Ladezeit war immer nur ganz kurz.Besucherin beobachtet das Problem und kommt ggf. zum Akkuwechsel wieder."
mobifix-1615,anstiftung,DEU,Unknown,Mobile,,Handy,Fixed,,2019-08-24,geht nicht
mobifix-1616,anstiftung,DEU,Speaker/amplifier,Mobile,AVM,FritzFon M2,Fixed,,2019-08-27,Das Mobilteil gibt keinen Ton mehr von sich. Lautsprechermembran hat sich wahrscheinlich verklemmt. Externe Spannung angelegt und wieder ok.
mobifix-1617,The Restart Project,IRL,Screen,Mobile,Apple,iPhone 6,Repairable,5,2019-08-31,Screen & Battery Replacements
mobifix-1618,The Restart Project,IRL,Screen,Mobile,Apple,iPhone 6,Fixed,,2019-08-31,Screen Replacement
mobifix-1619,The Restart Project,IRL,On/Off button,Mobile,Fairphone,Fairphone 2,Repairable,,2019-08-31,Power Switch needs to be replaced
mobifix-1620,The Restart Project,IRL,Unknown,Mobile,Apple,iPhone 4,Repairable,,2019-08-31,Not Working
mobifix-1621,repaircafe,NLD,Other,Mobile,Nokia,,Fixed,9,2019-08-31,SIM-kaart vervangen.
mobifix-1622,repaircafe,NLD,Help/configuration,Mobile,Microsoft,,Unknown,19,2019-08-31,Graag Facebook installeren
mobifix-1623,anstiftung,DEU,Speaker/amplifier,Mobile,,Analoges Telefon,Fixed,,2019-09-01,Klingel defekt
mobifix-1624,anstiftung,DEU,Other buttons,Mobile,,Handy,Fixed,,2019-09-03,Tasten defekt
mobifix-1625,repaircafe,NLD,Screen,Mobile,Nokia,,Fixed,7,2019-09-05,Scherm gebroken ~ Glas kapot
mobifix-1626,anstiftung,DEU,Other buttons,Mobile,Telecom,Speedphone 300,Fixed,,2019-09-05,Bei einem Speedphone 300 DECT-Mobilteil waren einige Tasten ohne Funktion oder gingen nur gelegentlich. Durch eine Reinigung der oxidierten Tastenkontakte auf der Platine konnten wir sie wieder zur Mitarbeit bewegen.
mobifix-1627,The Restart Project,GBR,Power/battery,Mobile,Apple,iphone 5,Repairable,,2019-09-07,"Not starting properly.  Battery faulty, replacement needed.  User referred to local business."
mobifix-1628,The Restart Project,GBR,Stuck booting,Mobile,Motorola,,End of life,,2019-09-07,Screen not getting started.  Not fixed. Dead.
mobifix-1629,The Restart Project,GBR,Screen,Mobile,Samsung,,Repairable,,2019-09-07,Screen broken.  User advised on getting replacement
mobifix-1630,The Restart Project,GBR,Speaker/amplifier,Mobile,Apple,iphone 6,Fixed,,2019-09-07,Speakers don't work.  Found to be full of crud.  Cleaned.  Works.
mobifix-1631,The Restart Project,GBR,Software update,Mobile,Nuu,,Repairable,,2019-09-07,Does'nt start up properly.  Found to have non-stanerd operating system.  Not fixable without re-flashing ROM
mobifix-1632,The Restart Project,GBR,Software update,Mobile,NUU,A3L,Repairable,2,2019-09-08,Won't boot.  Needs firmware download.
mobifix-1633,anstiftung,DEU,Help/configuration,Mobile,,I-phone,Fixed,,2019-09-08,Anwenderberatung
mobifix-1634,anstiftung,DEU,Volume buttons,Mobile,Samsung,Smartphone,Fixed,,2019-09-10,Laut Leise Tasten defekt
mobifix-1635,anstiftung,DEU,Screen,Mobile,Motorola,Motorola Racer,End of life,,2019-09-11,Display bleibt dunkel
mobifix-1636,anstiftung,DEU,Screen,Mobile,,Smartphone,Fixed,,2019-09-11,Display Reparaturberatung
mobifix-1637,The Restart Project,CAN,Power/battery,Mobile,,,Repairable,,2019-09-12,Shutting down
mobifix-1638,The Restart Project,CAN,Power/battery,Mobile,,,Repairable,,2019-09-12,Swapped an aging battery to keep this device alive!
mobifix-1639,The Restart Project,CAN,Other,Mobile,,,Repairable,,2019-09-12,Many physical damage
mobifix-1640,The Restart Project,CAN,Screen,Mobile,,,Fixed,,2019-09-12,Digitizer problem
mobifix-1641,The Restart Project,CAN,USB/charging port,Mobile,,BlackBerry,Fixed,,2019-09-12,Charging port/trackpad problem
mobifix-1642,The Restart Project,CAN,Software update,Mobile,,iPhone,Fixed,,2019-09-12,Otimized aging iPhone!
mobifix-1643,The Restart Project,CAN,Storage problem,Mobile,,,Fixed,,2019-09-12,Storage problem
mobifix-1644,The Restart Project,CAN,Other buttons,Mobile,,,Repairable,,2019-09-12,Home button
mobifix-1645,The Restart Project,CAN,Power/battery,Mobile,,,Repairable,,2019-09-12,Battery
mobifix-1646,The Restart Project,CAN,Stuck booting,Mobile,,,End of life,,2019-09-12,Not booting
mobifix-1647,The Restart Project,CAN,Screen,Mobile,,,Fixed,,2019-09-12,Screen replacement
mobifix-1648,The Restart Project,CAN,Other,Mobile,,,End of life,,2019-09-12,Water damage
mobifix-1649,The Restart Project,CAN,Stuck booting,Mobile,,,Fixed,,2019-09-12,Not booting
mobifix-1650,The Restart Project,CAN,Other,Mobile,,,Repairable,,2019-09-12,Blocked access
mobifix-1651,anstiftung,DEU,Screen,Mobile,BQ,Aquaris X,Repairable,2,2019-09-12,"Das Display war gesprungen. Der Besitzer versuchte es mit einem mitgebrachten Ersatzteil zu reparieren, allerdings hatte das keinen Erfolg. Das neue Display saß nicht ganz plan im Rahmen und es bestand die Gefahr, dass es wieder kaputt geht, weil der Rahmen verzogen war. Wir rieten ihm, noch einen neuen Rahmen zu besorgen. Er wird es dann zu Hause fertig stellen."
mobifix-1652,repaircafe,NLD,Screen,Mobile,Apple,,Repairable,,2019-09-14,scherm gebarsten
mobifix-1653,repaircafe,NLD,Screen,Mobile,Samsung,,Unknown,1,2019-09-14,"Beeldscherm kapot ~ Vlekken op beeldscherm, nu geen beeld meer"
mobifix-1654,repaircafe,DEU,Power/battery,Mobile,Huawei,,Unknown,,2019-09-14,Ursache nicht gefunden ~ geht nicht an
mobifix-1655,repaircafe,GBR,Unknown,Mobile,Motorola,G4,Unknown,4,2019-09-14,Irreparable ~ Does not work ocassionally switches on
mobifix-1656,repaircafe,GBR,External damage,Mobile,,/n.a.,Fixed,19,2019-09-14,Mount well used - reglued but advised will not last too much longer ~ Suction pad detached (In car mount)
mobifix-1657,repaircafe,GBR,Screen,Mobile,Motorola,G6,Repairable,1,2019-09-14,New screen needed - advised Client and found part for them. Told them to return if they wanted it fit ~ Screen broken
mobifix-1658,The Restart Project,HKG,Camera,Mobile,Apple,iPhone 6S Plus,Repairable,3,2019-09-15,rear camera shaking profusely - repaired before (screen replacement). Outside of apple's repair program
mobifix-1659,The Restart Project,HKG,Screen,Mobile,Samsung,Galaxy j7 prime,Repairable,2,2019-09-15,Cracked screen. Ordered new screen
mobifix-1660,The Restart Project,HKG,Headphone jack,Mobile,Sony,Xperia,Repairable,1,2019-09-15,"Refurbished device. Phone does not detect when headphones are plugged in. Phone in warranty, will check for repair with manufacturer."
mobifix-1661,The Restart Project,HKG,Screen,Mobile,LG,V20,End of life,3,2019-09-15,LCD screen has white stripes. Device donated to REMAKE.
mobifix-1662,The Restart Project,HKG,Screen,Mobile,Apple,iPhone 6,Repairable,4,2019-09-15,Screen cracked. Ordered new screen.
mobifix-1663,The Restart Project,HKG,Screen,Mobile,Apple,iPhone 6,Repairable,4,2019-09-15,Screen cracked. Ordered new screen.
mobifix-1664,The Restart Project,HKG,Screen,Mobile,LG,G4,Repairable,3,2019-09-15,Screen cracked. Ordered new screen.
mobifix-1665,anstiftung,DEU,Charger,Mobile,Samsung,S9,Fixed,,2019-09-18,"Gerät startet nicht. 20 min zum Test geladen, Gerät ist ok. Da wird wohl das Ladekabel defekt sein."
mobifix-1666,The Restart Project,SWE,Screen,Mobile,Samsung,Unknown,Repairable,2,2019-09-22,Broken screen. Replacement screen was probably broken.
mobifix-1667,anstiftung,DEU,Storage problem,Mobile,Samsung,Galaxy Note 4,Repairable,7,2019-09-24,"eMMC Speicher defekt, Gerät sehr langsam. Besitzer hatte ein Austauschmainboard versorgt.Nach dem Tausch funktionierte alles bis auf die Kamera. Er macht zu Hause ein FW-Update und kommt wieder, wenn die Kamera nicht funktionieren sollte."
mobifix-1668,anstiftung,DEU,On/Off button,Mobile,FairPhone,Fairphone 1,Fixed,,2019-09-24,Power Knopf defektverdreckt
mobifix-1669,The Restart Project,IRL,Screen,Mobile,Apple,iPhone 6,Fixed,,2019-09-25,Broken Screen; Antenna Connection broken
mobifix-1670,anstiftung,DEU,Other buttons,Mobile,,Handy,End of life,,2019-09-25,Tastatur defekt
mobifix-1671,anstiftung,DEU,Other buttons,Mobile,Nokia,Handy,End of life,,2019-09-25,Tastatur defekt
mobifix-1672,The Restart Project,SWE,Power/battery,Mobile,Samsung,Note 4,Repairable,5,2019-09-26,doesn't charge
mobifix-1673,The Restart Project,SWE,Other,Mobile,Huawei,,Fixed,3,2019-09-26,chip loose
mobifix-1674,The Restart Project,SWE,Unknown,Mobile,Samsung,S4,End of life,5,2019-09-26,"not working, unknown"
mobifix-1675,The Restart Project,SWE,Unknown,Mobile,Samsung,S2,End of life,7,2019-09-26,"not working, unknown"
mobifix-1676,The Restart Project,SWE,Other,Mobile,Huawei,,Fixed,3,2019-09-26,chip loose
mobifix-1677,The Restart Project,SWE,Unknown,Mobile,Samsung,S4,End of life,5,2019-09-26,"not working, unknown"
mobifix-1678,The Restart Project,SWE,Unknown,Mobile,Samsung,S2,End of life,7,2019-09-26,"not working, unknown"
mobifix-1679,The Restart Project,SWE,USB/charging port,Mobile,Samsung,Note 7,Repairable,5,2019-09-26,Not charging
mobifix-1680,The Restart Project,SWE,USB/charging port,Mobile,Samsung,Note 7,Repairable,5,2019-09-26,not charging
mobifix-1681,The Restart Project,ITA,USB/charging port,Mobile,,,Fixed,,2019-09-28,USB doesn't work
mobifix-1682,The Restart Project,ITA,Unknown,Mobile,,,Repairable,,2019-09-28,It doesn't turn on
mobifix-1683,The Restart Project,ITA,Power/battery,Mobile,,,Fixed,,2019-09-28,Battery doesn't work
mobifix-1684,The Restart Project,GBR,Power/battery,Mobile,LG,,Fixed,5,2019-09-28,new battery install - check if ok
mobifix-1685,The Restart Project,NOR,Power/battery,Mobile,Apple,iPhone 6s,Fixed,5,2019-09-28,Battery change
mobifix-1686,The Restart Project,NOR,USB/charging port,Mobile,Apple,iPhone 6,Fixed,5,2019-09-28,Foreign object in charging port
mobifix-1687,The Restart Project,NOR,Unknown,Mobile,Apple,iPhone 7,Repairable,4,2019-09-28,Won't turn on
mobifix-1688,The Restart Project,NOR,Other,Mobile,Samsung,Galaxy s8,Fixed,4,2019-09-28,Doesn't remember security code
mobifix-1689,The Restart Project,NOR,Other,Mobile,Apple,iPhone 5,Fixed,5,2019-09-28,Needs help with backup
mobifix-1690,The Restart Project,BEL,Other,Mobile,,,Fixed,,2019-09-28,Foto's niet zichtbaar in galerij
mobifix-1691,repaircafe,GBR,Help/configuration,Mobile,,,Fixed,,2019-09-28,Mobile data not found
mobifix-1692,The Restart Project,HKG,Other,Mobile,Apple,iPhone 6,Repairable,5,2019-09-29,iPhone 6 presents with reported water damage. Owner says they opened it up themselves to try to dry it up and did not turn it on thereafter.Found water damage on motherboard - requires microsoldering. Referred to professional
mobifix-1693,The Restart Project,HKG,Screen,Mobile,Apple,iPhone 6,Fixed,5,2019-09-29,iPhone 6 with cracked digitiser. Replaced. Touch ID non functional. Replaced digitiser
mobifix-1694,The Restart Project,HKG,Camera,Mobile,Apple,iPhone 6s Plus,Fixed,3,2019-09-29,"iPhone 6s Plus with unstable, shaky camera. Came for camera replacement. Camera replaced. Back to normal functionality. Might have cracked the screen while opening up the device"
mobifix-1695,The Restart Project,HKG,Screen,Mobile,Samsung,J7 Prime,Fixed,2,2019-09-29,Cracked digitiser. Replaced screen.
mobifix-1696,The Restart Project,GBR,Other,Mobile,Apple,iPhone 4S,Fixed,8,2019-10-01,"iPhone 4S (black) with damaged (possible water damage) front-facing camera and home button. The led light is also permanently lit dimly draining the battery even when the phone is switched off. A spare iPhone4S (white) with an iCloud locked logic board was used for spare parts. The logic board from both phones were removed and swapped over, thus two non-working phones were converted into one working phone. The current secondhand retail price on a working iPhone4S is about £30 making the price on replacement parts prohibitively high, salvaging from another iPhone is the best option. IFixit was used as a take apart guide. The Battery removal tab was accidentally allowed to get trapped under the logic board on the fixed phone. The effort of removing the logic board again on discovery was considered not worth it. ooo-xxx"
mobifix-1697,anstiftung,DEU,Liquid damage,Mobile,Huawei,Smartphone,Repairable,,2019-10-01,Wasserschaden
mobifix-1698,anstiftung,DEU,Screen,Mobile,Samsung,Smartphone,Repairable,,2019-10-01,Display defekt
mobifix-1699,anstiftung,DEU,Power/battery,Mobile,Samsung,Smartphone,Repairable,,2019-10-02,Akku defekt
mobifix-1700,anstiftung,DEU,Screen,Mobile,,Smartphone,Fixed,,2019-10-02,Ersatzdisplay eingebaut
mobifix-1701,The Restart Project,BEL,Other,Mobile,,Phone cover torn loose,Fixed,3,2019-10-03,Need to glue cover
mobifix-1702,The Restart Project,CAN,Camera,Mobile,,,End of life,,2019-10-03,Camera not focusing properly
mobifix-1703,The Restart Project,CAN,Power/battery,Mobile,,,End of life,,2019-10-03,Battery and screen problem
mobifix-1704,repaircafe,NLD,Unknown,Mobile,Philips,,Fixed,10,2019-10-04,Onbekend ~ Onbekend
mobifix-1705,repaircafe,NLD,Unknown,Mobile,Dora,,Unknown,,2019-10-05,geeft foute melding
mobifix-1706,repaircafe,NLD,External damage,Mobile,Microsoft,,Fixed,,2019-10-05,hoekje afgebroken ~ frame gebroken
mobifix-1707,The Restart Project,SWE,Headphone jack,Mobile,Fairphone,Fairphone 2,Fixed,2,2019-10-06,"The headphones where not responding, headset wasnot working at all. Found out that ""stuff"" in the 3.5mm connector kept the plug from going in the whole way. Solved by cleaning the outlet."
mobifix-1708,The Restart Project,ESP,Unknown,Mobile,Nokia,,Repairable,,2019-10-06,
mobifix-1709,anstiftung,DEU,Screen,Mobile,,Display,Repairable,,2019-10-06,Display gebrochen
mobifix-1710,anstiftung,DEU,USB/charging port,Mobile,Samsung,Galaxy S4 mini,Fixed,,2019-10-09,Ladebuchse
mobifix-1711,repaircafe,NLD,Charger,Mobile,Noro,,Unknown,2,2019-10-12,oplader is fysiek kapot ~ laad niet op
mobifix-1712,repaircafe,GBR,Screen,Mobile,Apple,,Repairable,4,2019-10-12,New screen needed
mobifix-1713,The Restart Project,SWE,Screen,Mobile,Samsung,J7,Fixed,2,2019-10-13,The screen was partly dead. After ordering a new screen it was fixed.
mobifix-1714,The Restart Project,HKG,Power/battery,Mobile,HTC,M8,Repairable,3,2019-10-13,"Gassing battery. Battery replacement, maybe screen replacement."
mobifix-1715,The Restart Project,HKG,Screen,Mobile,Apple,iPhone 6s Plus,Repairable,2,2019-10-13,"Cracked digitizer few days ago, used for a few months only. Ordered new screen assembly"
mobifix-1716,The Restart Project,HKG,Screen,Mobile,Apple,iPhone 6 Plus,Repairable,3,2019-10-13,"Cracked digitizer 4 months ago, screen repaired by 3rd part, Bad battery health(66%). Ordered new screen assembly"
mobifix-1717,The Restart Project,HKG,Camera,Mobile,Xiaomi,Mi8 Lite,Repairable,1,2019-10-13,Camera doesn’t work after physical damage - error message “can’t connect to camera”. Bought new. Sometimes it works again after being dropped. Asus loose camera connector- told to go manufacturer to see if repair goes within warranty)
mobifix-1718,The Restart Project,HKG,Screen,Mobile,LG,G4,Repairable,3,2019-10-13,"Screen cracked. Ordered wrong screen, refunded."
mobifix-1719,The Restart Project,HKG,Power/battery,Mobile,Samsung,S7 Edge,Repairable,4,2019-10-13,"Second hand phone, user requests new battery. Battery ordered"
mobifix-1720,repaircafe,NLD,Software issue,Mobile,Huawei,,Unknown,3,2019-10-14,agenda synchroniseert niet
mobifix-1721,anstiftung,DEU,Unknown,Mobile,Apple,IPhone 6,Unknown,,2019-10-16,tot
mobifix-1722,anstiftung,DEU,Software issue,Mobile,Sony,SE K750i,Repairable,10,2019-10-17,"Das Mobiltelefon „Sony SE K750i“ konnte keine Verbindung zum PC herstellen. Leider mussten wir feststellen, dass es für Windows 10 keinen Treiber für die USB Verbindung gibt. Der Gast wird es mit Windows 7 probieren."
mobifix-1723,anstiftung,DEU,Software issue,Mobile,Sony,SE K750i,Repairable,10,2019-10-17,"Das Mobiltelefon „Sony SE K750i“ konnte keine Verbindung zum PC herstellen. Leider mussten wir feststellen, dass es für Windows 10 keinen Treiber für die USB Verbindung gibt. Der Gast wird es mit Windows 7 probieren."
mobifix-1724,anstiftung,DEU,Power/battery,Mobile,Apple,iPhone 5s,Repairable,5,2019-10-17,"Der Besitzer eines Smartphones „iPhone 5s“ hatte bereits zu Hause den Akku getauscht, leider startete das Gerät danach nicht mehr. Er überprüfte alle Steckverbindungen, das brachte keine Veränderung. Wir vermuteten, dass der Akku nicht ausreichend geladen war und empfahlen, ihn einige Zeit zu laden."
mobifix-1725,anstiftung,DEU,USB/charging port,Mobile,ZTE,Blade L7,Repairable,,2019-10-17,Der Micro-USB-Anschluss eines Smartphones „ZTE Blade L7“ funktionierte nicht mehr. Wir reinigten den Anschluss. Leider hatte der 5V-Kontakt keine Verbindung. Wir haben eine Austauschladeplatine bestellt.
mobifix-1726,The Restart Project,GBR,Other,Mobile,Fairphone,2,Repairable,3,2019-10-19,Stopped making and receiving calls
mobifix-1727,The Restart Project,GBR,Performance,Mobile,HTC,Desire,Fixed,5,2019-10-19,Very slow
mobifix-1728,The Restart Project,GBR,Other,Mobile,Apple,iPhone 6s,Fixed,,2019-10-19,Broken screw
mobifix-1729,The Restart Project,GBR,Power/battery,Mobile,,Iphone,Repairable,2,2019-10-19,"Not switching on, maybe battery gone"
mobifix-1730,The Restart Project,GBR,Power/battery,Mobile,Huawei,,Repairable,2,2019-10-19,Battery expandind
mobifix-1731,The Restart Project,GBR,Software update,Mobile,Doro,,Unknown,4,2019-10-19,Unable to make calls but can receive. :solution: installed again
mobifix-1732,The Restart Project,GBR,USB/charging port,Mobile,Mymo,phone Charger - ST-099A12,Repairable,,2019-10-19,No longer charging/ needs USB plug
mobifix-1733,anstiftung,DEU,Sim card slot,Mobile,Samsung,Handy,Fixed,1,2019-10-19,Kontakt an sim Karte war verschmutzt
mobifix-1734,The Restart Project,NOR,Screen,Mobile,Apple,iPhone 7,Repairable,1,2019-10-21,New screen
mobifix-1735,The Restart Project,NOR,Screen,Mobile,Apple,iPhone 5s,Fixed,5,2019-10-21,Broken screen
mobifix-1736,The Restart Project,NOR,Screen,Mobile,Samsung,,Repairable,3,2019-10-21,Broken screen
mobifix-1737,The Restart Project,NOR,Screen,Mobile,Apple,iPhone 8+,Repairable,2,2019-10-21,Broken screen
mobifix-1738,The Restart Project,NOR,Unknown,Mobile,Experia,,Fixed,4,2019-10-21,Has trouble charging
mobifix-1739,The Restart Project,NOR,Screen,Mobile,ASUS,,Repairable,2,2019-10-21,Screen doesn't work
mobifix-1740,The Restart Project,NOR,Other buttons,Mobile,Samsung,Galaxy s4,Repairable,4,2019-10-21,Button has slow reaction
mobifix-1741,The Restart Project,NOR,Screen,Mobile,Apple,iPhone 7,Fixed,2,2019-10-21,Broken screen
mobifix-1742,The Restart Project,NOR,Screen,Mobile,Huawei,p10+,Fixed,2,2019-10-21,Want's info about new screen
mobifix-1743,The Restart Project,NOR,Screen,Mobile,Motorola,,Repairable,2,2019-10-21,Broken screen
mobifix-1744,anstiftung,DEU,Power/battery,Mobile,Apple,IPhone 4,Repairable,5,2019-10-22,"Der Akku eines „Apple IPhone 4“ war wieder einmal tiefentladen. Und zwar so sehr, dass ein Laden nicht mehr möglich war. Da hilft nur ein neuer Akku. Der Gast kommt mit dem neuen wieder."
mobifix-1745,anstiftung,DEU,On/Off button,Mobile,Motorola,Smartphone,Fixed,,2019-10-22,Powerknopf defekt
mobifix-1746,The Restart Project,CAN,Other buttons,Mobile,,,Repairable,,2019-10-23,Home button not working
mobifix-1747,The Restart Project,CAN,Stuck booting,Mobile,,,Repairable,,2019-10-23,Not booting : missing part.
mobifix-1748,The Restart Project,CAN,Screen,Mobile,,,Repairable,,2019-10-23,Black screen when booted
mobifix-1749,The Restart Project,CAN,Other,Mobile,,,Repairable,,2019-10-23,Bugged after water damage
mobifix-1750,anstiftung,DEU,Liquid damage,Mobile,Apple,Smartphone,Repairable,,2019-10-23,Wasserschaden
mobifix-1751,anstiftung,DEU,Liquid damage,Mobile,Apple,IPhone,Fixed,4,2019-10-23,Wasserschaden
mobifix-1752,The Restart Project,SWE,Power/battery,Mobile,Daewoo,S7,Fixed,3,2019-10-27,needed new battery
mobifix-1753,The Restart Project,HKG,Camera,Mobile,Apple,iPhone 6s Plus,Repairable,2,2019-10-27,Camera exhibit is classic shaking issue. Order camera replacement
mobifix-1754,The Restart Project,HKG,Power/battery,Mobile,Google,Pixel,Repairable,3,2019-10-27,User reports sudden shutdowns at 20% - battery runs out quickly. Never repaired before. Order new battery
mobifix-1755,The Restart Project,HKG,Other buttons,Mobile,Apple,iPhone 5s,Repairable,5,2019-10-27,Unresponsive home button. Order new home button and screen
mobifix-1756,The Restart Project,HKG,Screen,Mobile,Samsung,Galaxy S9 Plus,Repairable,1,2019-10-27,Cracked screen after dropping it. Customer prefer not to repair
mobifix-1757,The Restart Project,HKG,Screen,Mobile,Samsung,S7 Edge,Repairable,1,2019-10-27,"Cracked Screen., Customer prefers not to repair"
mobifix-1758,The Restart Project,HKG,Power/battery,Mobile,Samsung,S7 Edge,Fixed,4,2019-10-27,Battery replacement
mobifix-1759,The Restart Project,HKG,Camera,Mobile,Apple,iPhone 6s,Fixed,2,2019-10-27,"Device is second hand from a family member. Phone was dropped in water, caused smudges to appear on camera. Replaced rear camera and rear camera glass. Function back to normal"
mobifix-1760,The Restart Project,HKG,Camera,Mobile,Xiaomi,Mi8 Lite,Fixed,,2019-10-27,"Camera doesn’t work after physical damage - error message “can’t connect to camera”. Bought new. Sometimes it works again after being dropped. Cleaned camera connectors and port, issue fixed"
mobifix-1761,The Restart Project,HKG,Software update,Mobile,Apple,iPhone 6 Plus,Repairable,2,2019-10-27,Phone is stuck in the software reinstall phase. Could not fix it. Maybe proceed with motherboard replacement.
mobifix-1762,The Restart Project,CAN,Software update,Mobile,,,Repairable,,2019-10-30,Slow device
mobifix-1763,The Restart Project,GBR,Other,Mobile,,,End of life,,2019-11-02,data transfer
mobifix-1764,repaircafe,NLD,Power/battery,Mobile,Samsung,,Repairable,,2019-11-02,start niet door
mobifix-1765,anstiftung,DEU,Other buttons,Mobile,,Handy,Repairable,,2019-11-06,Knöpfe kaputt
mobifix-1766,anstiftung,DEU,USB/charging port,Mobile,Samsung,Handy,Fixed,,2019-11-06,schlechter Kontakt an Ladebuchse
mobifix-1767,The Restart Project,ITA,Software update,Mobile,,,Fixed,,2019-11-09,Non si aggiorna
mobifix-1768,The Restart Project,ITA,Power/battery,Mobile,,,Fixed,,2019-11-09,Non si carica
mobifix-1769,The Restart Project,ITA,Screen,Mobile,,,Fixed,,2019-11-09,Non va lo schermo
mobifix-1770,The Restart Project,NOR,Sim card slot,Mobile,Samsung,s8,Fixed,3,2019-11-09,Sim-card holder won't open
