id,data_provider,country,partner_product_category,product_category,brand,year_of_manufacture,repair_status,repair_barrier_if_end_of_life,group_identifier,event_date,problem
rcint_239,"Repair Café International",NLD,"Display and sound equipment ~ Radio","Portable radio",Panasonic,1990,Fixed,,0024,2017-02-04,
rcint_240,"Repair Café International",NLD,"Tools electric ~ Sander","Power tool",Parkside,2012,"End of life",,0024,2017-02-04,
rcint_241,"Repair Café International",NLD,"Household appliances electric ~ Iron",Iron,Unknown,????,"End of life",,0024,2017-02-04,
rcint_242,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Magimix,2012,"End of life",,0024,2017-02-04,
rcint_244,"Repair Café International",NLD,"Display and sound equipment ~ CD player/recorder","Hi-Fi separates",Proline,2000,"End of life",,0024,2017-02-04,
rcint_245,"Repair Café International",NLD,"Household appliances electric ~ Toaster","Small kitchen item",Hema,2000,Repairable,,0024,2017-02-04,
rcint_246,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",V&D,2013,"End of life",,0024,2017-02-04,
rcint_247,"Repair Café International",NLD,"Computers/phones ~ Tablet",Tablet,"China electronics",????,"End of life",,0024,2017-02-04,kabelbreuk
rcint_248,"Repair Café International",NLD,"Household appliances electric ~ Hair dryer","Hair dryer",WIGO,1979,Repairable,,0024,2017-02-04,
rcint_249,"Repair Café International",NLD,"Display and sound equipment ~ Radio/CD player","Portable radio",Panasonic,2010,"End of life",,0024,2017-02-04,
rcint_250,"Repair Café International",NLD,"Display and sound equipment ~ Video player/recorder","DSLR/video camera",Furnia,2000,Fixed,,0024,2017-02-04,
rcint_251,"Repair Café International",NLD,"Display and sound equipment ~ DVD player/recorder","Hi-Fi separates",LG,2008,"End of life",,0024,2017-02-04,
rcint_252,"Repair Café International",NLD,"Computers/phones ~ Calculator",Misc,Casio,1995,"End of life",,0024,2017-02-04,
rcint_253,"Repair Café International",NLD,"Household appliances electric ~ Air fryer","Small kitchen item",Philips,2014,"End of life",,0024,2017-02-04,
rcint_254,"Repair Café International",NLD,"Household appliances electric ~ Hair dryer","Hair dryer",Unknown,1987,Fixed,,0024,2017-02-04,
rcint_255,"Repair Café International",NLD,"Clocks / alarm clocks ~ Clock",Watch/clock,Kienzle,????,Fixed,,0024,2017-02-04,
rcint_257,"Repair Café International",NLD,"Household appliances electric ~ Sewing machine","Sewing machine",Pfaff,1973,Fixed,,0024,2017-02-04,
rcint_258,"Repair Café International",NLD,"Display and sound equipment ~ Stereoset","Hi-Fi integrated",Sony,2000,"End of life",,0024,2017-02-04,
rcint_259,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Philips,????,Repairable,,0024,2017-02-04,
rcint_260,"Repair Café International",NLD,"Display and sound equipment ~ DVD player/recorder","Hi-Fi separates",Philips,2010,Fixed,,0024,2017-02-04,
rcint_262,"Repair Café International",NLD,"Household appliances electric ~ Sewing machine","Sewing machine",V&D,????,"End of life",,0024,2017-02-04,
rcint_264,"Repair Café International",NLD,"Household appliances electric ~ Scales","Small kitchen item",Unknown,????,"End of life",,0024,2017-02-04,
rcint_265,"Repair Café International",NLD,"Household appliances electric ~ Christmas lights","Decorative or safety lights",Unknown,????,Fixed,,0024,2017-02-04,
rcint_266,"Repair Café International",NLD,"Household appliances electric ~ Cool box","Small kitchen item",Unknown,????,Repairable,,0024,2017-02-04,
rcint_268,"Repair Café International",NLD,"Tools electric ~ Dremel tool","Power tool",Dremel,2006,"End of life",,0058,2017-02-04,"Doet het niet"
rcint_269,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Philips,2000,"End of life",,0058,2017-02-04,"Doet het niet"
rcint_270,"Repair Café International",NLD,"Household appliances electric ~ Lamp/lighting",Lamp,Massive,2000,"End of life",,0058,2017-02-04,"Doet het niet"
rcint_271,"Repair Café International",NLD,"Household appliances electric ~ Other",Misc,Unknown,2000,Fixed,,0058,2017-02-04,"Doet het niet"
rcint_272,"Repair Café International",GBR,"Household appliances electric ~ Tumble dryer","Large home electrical",Unknown,????,"End of life",,0217,2017-02-04,
rcint_273,"Repair Café International",GBR,"Household appliances electric ~ Amplifier","Hi-Fi separates",Unknown,????,"End of life",,0217,2017-02-04,
rcint_274,"Repair Café International",GBR,"Clocks / alarm clocks ~ Alarm clock",Watch/clock,Unknown,????,Fixed,,0217,2017-02-04,
rcint_276,"Repair Café International",GBR,"Household appliances electric ~ Juice extractor","Small kitchen item",Unknown,????,Fixed,,0217,2017-02-04,
rcint_277,"Repair Café International",GBR,"Household appliances electric ~ Sewing machine","Sewing machine",Unknown,????,"End of life",,0217,2017-02-04,
rcint_278,"Repair Café International",GBR,"Household appliances electric ~ Battery","Small home electrical",Unknown,????,"End of life",,0217,2017-02-04,
rcint_279,"Repair Café International",GBR,"Computers/phones ~ Other",Misc,Unknown,????,Fixed,,0217,2017-02-04,
rcint_283,"Repair Café International",NLD,"Household appliances electric ~ Vacuum cleaner",Vacuum,Dyson,1999,"End of life",,0026,2017-02-09,"Motor kapot"
rcint_284,"Repair Café International",NLD,"Household appliances electric ~ Microwave","Small kitchen item",Panasonic,2009,Fixed,,0026,2017-02-09,"Sluiting deurtje werkt niet goed"
rcint_285,"Repair Café International",NLD,"Display and sound equipment ~ Radio / tape recorder","Portable radio",Sony,2000,"End of life",,0026,2017-02-09,Onbekend
rcint_286,"Repair Café International",NLD,"Display and sound equipment ~ Amplifier","Hi-Fi separates",Onkyo,2015,"End of life",,0026,2017-02-09,Onbekend
rcint_287,"Repair Café International",NLD,"Household appliances electric ~ Sewing machine","Sewing machine",Husqvarna,1985,Fixed,,0026,2017-02-09,"Functies knoppen onduidelijk"
rcint_288,"Repair Café International",NLD,"Display and sound equipment ~ Radio","Portable radio",Elta,2000,"End of life",,0026,2017-02-09,"Voedingsprint werkt niet"
rcint_289,"Repair Café International",NLD,"Household appliances electric ~ Vacuum cleaner",Vacuum,Hitachi,2010,Fixed,,0026,2017-02-09,"Contact gesoldeerd"
rcint_290,"Repair Café International",NLD,"Household appliances electric ~ Hair dryer","Hair dryer",Parlux,2010,Fixed,,0026,2017-02-09,STekker
rcint_291,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",DeLonghi,2016,Fixed,,0026,2017-02-09,Onbekend
rcint_292,"Repair Café International",NLD,"Household appliances electric ~ Sewing machine","Sewing machine",Toyota,2010,"End of life",,0026,2017-02-09,"Voet afgebroken, niet te repareren."
rcint_293,"Repair Café International",NLD,"Household appliances electric ~ Grill toaster",Toaster,Tefal,2015,Repairable,,0026,2017-02-09,Schakelaar?
rcint_294,"Repair Café International",NLD,"Display and sound equipment ~ CD player/recorder","Hi-Fi separates",Unknown,????,Repairable,,0010,2017-02-10,printbreuk
rcint_295,"Repair Café International",NLD,"Display and sound equipment ~ Stereoset","Hi-Fi integrated",Unknown,????,Fixed,,0010,2017-02-10,"play all instelling i.p.v. play one"
rcint_296,"Repair Café International",NLD,"Other ~ Electric blanket","Small home electrical",Unknown,????,Fixed,,0010,2017-02-10,"slecht contact"
rcint_297,"Repair Café International",NLD,"Other ~ Facial steamer","Hair & beauty item",Unknown,????,Fixed,,0010,2017-02-10,"schakelaar defect"
rcint_298,"Repair Café International",NLD,"Computers/phones ~ Printer",Printer/scanner,HP,????,Repairable,,0010,2017-02-10,"electronisch defect"
rcint_299,"Repair Café International",NLD,"Tools electric ~ Screw drill","Power tool",Unknown,????,Repairable,,0010,2017-02-10,"ouderdom accu"
rcint_300,"Repair Café International",NLD,"Household appliances electric ~ Iron",Iron,Philips,2012,"End of life",,0016,2017-02-12,
rcint_301,"Repair Café International",NLD,"Display and sound equipment ~ CD player/recorder","Hi-Fi separates",Philips,????,"End of life",,0016,2017-02-12,
rcint_302,"Repair Café International",NLD,"Display and sound equipment ~ Radio/CD player","Portable radio",Unknown,????,"End of life",,0016,2017-02-12,
rcint_303,"Repair Café International",NLD,"Display and sound equipment ~ Remote control","TV and gaming-related accessories",Unknown,????,Repairable,,0016,2017-02-12,
rcint_305,"Repair Café International",NLD,"Computers/phones ~ Laptop",Laptop,Unknown,????,Fixed,,0016,2017-02-12,
rcint_306,"Repair Café International",NLD,"Household appliances electric ~ Electric kettle",Kettle,Tefal,2006,Fixed,,0016,2017-02-12,
rcint_307,"Repair Café International",NLD,"Display and sound equipment ~ CD player/recorder","Hi-Fi separates",Xiron,2012,Fixed,,0016,2017-02-12,
rcint_308,"Repair Café International",NLD,"Furniture ~ Lamp/lighting",Lamp,Unknown,????,Fixed,,0016,2017-02-12,
rcint_309,"Repair Café International",NLD,"Household appliances electric ~ Mixer/blender","Food processor",Inventum,????,"End of life",,0016,2017-02-12,
rcint_310,"Repair Café International",NLD,"Display and sound equipment ~ Home cinema","TV and gaming-related accessories",JVC,????,Repairable,,0016,2017-02-12,
rcint_311,"Repair Café International",NLD,"Computers/phones ~ Scanner",Printer/scanner,Unknown,????,"End of life",,0016,2017-02-12,
rcint_312,"Repair Café International",NLD,"Display and sound equipment ~ Television","TV and gaming-related accessories",Sony,????,Repairable,,0016,2017-02-12,
rcint_313,"Repair Café International",NLD,"Display and sound equipment ~ Radio / tape recorder","Portable radio",Sony,????,Fixed,,0016,2017-02-12,
rcint_314,"Repair Café International",NLD,"Tools electric ~ Water pump","Small home electrical",Unknown,????,Fixed,,0016,2017-02-12,
rcint_315,"Repair Café International",NLD,"Household appliances electric ~ Iron",Iron,Philips,2012,Repairable,,0016,2017-02-12,
rcint_316,"Repair Café International",NLD,"Other ~ Sewing machine","Sewing machine",Unknown,????,Fixed,,0016,2017-02-12,
rcint_317,"Repair Café International",NLD,"Display and sound equipment ~ Video player/recorder","DSLR/video camera",Unknown,????,Repairable,,0016,2017-02-12,
rcint_319,"Repair Café International",NLD,"Household appliances electric ~ Mixer/blender","Food processor",Unknown,????,"End of life",,0016,2017-02-12,
rcint_321,"Repair Café International",NLD,"Furniture ~ Lamp/lighting",Lamp,Unknown,????,Fixed,,0016,2017-02-12,
rcint_322,"Repair Café International",NLD,"Furniture ~ Lamp/lighting",Lamp,Unknown,1975,Repairable,,0016,2017-02-12,
rcint_323,"Repair Café International",NLD,"Display and sound equipment ~ DVD player/recorder","Hi-Fi separates",Unknown,????,Fixed,,0016,2017-02-12,
rcint_324,"Repair Café International",NLD,"Other ~ Sewing machine","Sewing machine",Unknown,????,"End of life",,0016,2017-02-12,
rcint_325,"Repair Café International",NLD,"Household appliances electric ~ Rice cooker","Small kitchen item",Unknown,????,Fixed,,0016,2017-02-12,
rcint_327,"Repair Café International",NLD,"Tools electric ~ Hedge shear","Power tool",Unknown,????,"End of life",,0016,2017-02-12,
rcint_328,"Repair Café International",NLD,"Display and sound equipment ~ Discman","Handheld entertainment device",Unknown,????,"End of life",,0016,2017-02-12,
rcint_330,"Repair Café International",NLD,"Computers/phones ~ Laptop",Laptop,Unknown,????,Repairable,,0016,2017-02-12,
rcint_331,"Repair Café International",NLD,"Household appliances electric ~ Electric kettle",Kettle,Tristar,2016,"End of life",,0016,2017-02-12,
rcint_332,"Repair Café International",NLD,"Other ~ Wrist watch",Watch/clock,Illuminator,2006,Repairable,,0016,2017-02-12,
rcint_334,"Repair Café International",NLD,"Display and sound equipment ~ Home cinema","TV and gaming-related accessories",Samsung,2014,"End of life",,0016,2017-02-12,
rcint_335,"Repair Café International",NLD,"Furniture ~ Lamp/lighting",Lamp,Massive,2000,Fixed,,0016,2017-02-12,
rcint_336,"Repair Café International",NLD,"Household appliances electric ~ Iron",Iron,Philips,2010,Repairable,,0016,2017-02-12,
rcint_337,"Repair Café International",NLD,"Household appliances electric ~ Sewing machine","Sewing machine",Singer,2000,Fixed,,0026,2017-02-16,"Oud vet"
rcint_338,"Repair Café International",NLD,"Display and sound equipment ~ Video player/recorder","DSLR/video camera",Philips,1995,"End of life",,0026,2017-02-16,Onbekend
rcint_339,"Repair Café International",NLD,"Household appliances electric ~ Vacuum cleaner",Vacuum,Siemens,2000,Fixed,,0026,2017-02-16,Onduidelijk
rcint_340,"Repair Café International",NLD,"Household appliances electric ~ Fitness machine","Large home electrical",HIT,2000,Fixed,,0026,2017-02-16,Onbekend
rcint_341,"Repair Café International",NLD,"Household appliances electric ~ Clipper/trimmer","Hair & beauty item","Black & Decker",2000,Fixed,,0026,2017-02-16,Onbekend
rcint_342,"Repair Café International",NLD,"Household appliances electric ~ Folding machine","Small home electrical",Desq,2000,"End of life",,0026,2017-02-16,Onbekend
rcint_343,"Repair Café International",NLD,"Household appliances electric ~ Iron",Iron,Philips,2000,Fixed,,0026,2017-02-16,Onbekend
rcint_344,"Repair Café International",NLD,"Household appliances electric ~ Photo camera","Digital compact camera",Unknown,2015,"End of life",,0026,2017-02-16,"Processor loopt vast"
rcint_345,"Repair Café International",NLD,"Bicycles ~ Charger (battery / power supply)",Battery/charger/adapter,Metco,2015,"End of life",,0026,2017-02-16,Contactpunten?
rcint_346,"Repair Café International",NLD,"Household appliances electric ~ Vacuum cleaner",Vacuum,Nilfisk,2010,Fixed,,0026,2017-02-16,Onbekend
rcint_347,"Repair Café International",NLD,"Household appliances electric ~ Iron",Iron,Tefal,2012,Fixed,,0026,2017-02-16,Thermostaat
rcint_348,"Repair Café International",NLD,"Household appliances electric ~ Grill toaster",Toaster,Trebs,2000,Fixed,,0026,2017-02-16,"Los contact?"
rcint_349,"Repair Café International",NLD,"Household appliances electric ~ Vacuum cleaner",Vacuum,Bosch,2015,Fixed,,0026,2017-02-16,Onbekend
rcint_350,"Repair Café International",NLD,"Household appliances electric ~ Vacuum cleaner",Vacuum,AEG,2004,Repairable,,0026,2017-02-16,Filter?
rcint_351,"Repair Café International",NLD,"Household appliances electric ~ Lamp/lighting",Lamp,Unknown,????,Fixed,,0010,2017-02-17,"verkeerde lampjes gebruikt 20w ipv 10w (trafo overbelast)"
rcint_352,"Repair Café International",NLD,"Household appliances electric ~ Handheld vacuum cleaner",Vacuum,Bosch,????,Repairable,,0010,2017-02-17,"accu leeg (te oud)"
rcint_353,"Repair Café International",NLD,"Household appliances electric ~ Paper shredder","Paper shredder",Unknown,????,"End of life",,0010,2017-02-17,"motor - tandwielen"
rcint_354,"Repair Café International",NLD,"Household appliances electric ~ Vacuum cleaner",Vacuum,Unknown,????,Fixed,,0010,2017-02-17,"motor of lekkage?"
rcint_355,"Repair Café International",NLD,"Household appliances electric ~ Vacuum cleaner",Vacuum,Unknown,????,"End of life",,0010,2017-02-17,"motor versleten, doorgebrand, ouderdom"
rcint_356,"Repair Café International",NLD,"Household appliances electric ~ Electric blanket","Small home electrical",Unknown,2000,"End of life",,0026,2017-02-23,"Draad gebroken?"
rcint_357,"Repair Café International",NLD,"Household appliances electric ~ Iron",Iron,Philips,2010,Fixed,,0026,2017-02-23,Kabelbreuk
rcint_358,"Repair Café International",NLD,"Household appliances electric ~ Fitness machine","Large home electrical","Dr. Horst Bein",2012,Repairable,,0026,2017-02-23,"Mechanische breuk"
rcint_359,"Repair Café International",NLD,"Household appliances electric ~ Scales","Small kitchen item",Exacta,2015,"End of life",,0026,2017-02-23,Onbekend
rcint_360,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Philips,2015,Fixed,,0026,2017-02-23,Onduidelijk
